movie_count,max_rating,min_rating,avg_rating,max_user_rating,min_user_rating,avg_user_rating,max_popularity_score,min_popularity_score,avg_popularity_score,max_vote_count,min_vote_count,avg_vote_count
21170,9.9,1.0,5.9337481763215685,2600000,10,35942.6698,4160.93,0.0,15.502592572081353,34556,0,715.2295
